,id,keyword,location,text,target,text_cleaned
162,162,airplane%20accident,#السعودية_العظمى,"Ooh look, NYT became a lawyer for the Iranian regime What a stupid newspaper, it’s now time, there are vi… https://t.co/SbfUCNkMpr",0,ooh look nyt became lawyer iranian regime stupid newspaper time
163,163,airplane%20accident,Iowa,How exactly does one accidentally fire a rocket? At an airplane leaving your own countries airport. This… https://t.co/LQdfG1THTN,0,exactly one accidentally fire rocket airplane leaving countries airport
164,164,airplane%20accident,"Vaughan, Ontario",?!?!?! SO THEY SAYING SHOOTING DOWN THAT AIRPLANE W INNOCENT PPL WAS AN ACCIDENT???? BRUH.,1,saying shooting airplane w innocent ppl accident bruh
165,165,airplane%20accident,"Moodus, CT  USA",There were 6 Nuclear physicists on that AirPlane it was no accident.,1,nuclear physicists airplane accident
166,166,airplane%20accident,"40.72163,-73.8669","and his murderous friends shoot down an airplane ""by accident"", killing around 200 innocent people, but wa… https://t.co/i3w3gDnKSx",1,murderous friends shoot airplane accident killing around innocent people
167,167,airplane%20accident,"East Verdi, NV","Yup, and the US once shot down an Iranian airplane by accident. And we’ve been supp… https://t.co/smtoR2tsjn",1,yup us shot iranian airplane accident weve
168,168,airplane%20accident,,"United States downs an Iranian terrorist and the world press dedicates tons of articles on the life he lived, but the Ira…",0,united states downs iranian terrorist world press dedicates tons articles life lived
169,169,airplane%20accident,"Port Charlotte, FL","Besides the Airplane being shot down by ""Accident""..... Other ""things"" are HABBENING also.....!! High-level pro-Iran militi…",0,besides airplane shot accident things habbening also highlevel proiran
170,170,airplane%20accident,"Hamilton, Ontario",CBC news just said there was an operator on a missile launcher that shot down the airplane. cockpit was taken out.… https://t.co/uy2YYAqeAr,1,cbc news said operator missile launcher shot airplane cockpit taken
171,171,airplane%20accident,,CONSIDER -&gt; How does a person with a video camera know WHERE and WHEN to record an attack BEFORE there was any indication…,0,consider gt person video camera know record attack
172,172,airplane%20accident,The Enchanted Mitten,"Besides the Airplane being shot down by ""Accident""..... Other ""things"" are HABBENING also.....!! High-level pro-Ir… https://t.co/OlJMmB1Tj9",0,besides airplane shot accident things habbening also highlevel
173,173,airplane%20accident,NYC Babe-Bee 🌹🐾🙏,"Yeah, yer well prepared ...hit a few buildings &amp; knocked down yer own airplane by accident ...better keep d… https://t.co/ww1W8LOYVl",0,yeah yer well prepared hit buildings amp knocked yer airplane accident better keep
174,174,airplane%20accident,"Lake Mary, FL","if the shooting down of the plane was an accident (human error), why were the Iranians shooting mi… https://t.co/JesxuYkYVD",0,shooting plane accident human error iranians shooting
175,175,airplane%20accident,,This attack N on an airplane that had just taken off was no accident. Iran wants the world to know there will be co… https://t.co/2mimAWnc6x,0,attack n airplane taken accident iran wants world know
176,176,airplane%20accident,,Grover Airplane Accident Doctor,0,grover airplane accident doctor
177,177,airplane%20accident,Islamic Republic of Iran,# Trump in Accident # Crash - Airplane # Ukraine is the main factor as the most powerful person in the world whose count…,0,trump accident crash airplane ukraine main factor powerful person world whose
178,178,airplane%20accident,Islamic Republic of Iran,# Trump in Accident # Crash - Airplane # Ukraine is the main factor as the most powerful person in the world whose… https://t.co/mSkuJJe79X,0,trump accident crash airplane ukraine main factor powerful person world
179,179,airplane%20accident,"Franca, Brasil","Although it's late. I extend my condolences to all the families of the victims of the Ukrainian Airplane Falling, inclu…",1,although late extend condolences families victims ukrainian airplane falling
180,180,airplane%20accident,Cairo,Iranian military admitted it shot down Ukrainian airplane by missiles accidentally. It is not an accident! It is a crim…,1,iranian military admitted shot ukrainian airplane missiles accidentally accident
181,181,airplane%20accident,,"So much talk about #Ukraine airplane within #iran #USA conflict, while conflict wise this is irrelevant, what is mo… https://t.co/lpE4tm3pYk",0,much talk ukraine airplane within iran usa conflict conflict wise irrelevant
182,182,airplane%20accident,Qom,"Although it's late. I extend my condolences to all the families of the victims of the Ukrainian Airplane Falling,… https://t.co/HBAXNWmVoZ",1,although late extend condolences families victims ukrainian airplane
183,183,airplane%20accident,"Houston, TX","Iran shot down an airplane full of innocent people. Say what you want about Trump, but that’s not an appropriate r… https://t.co/dEdr4YnZK9",1,iran shot airplane full innocent people say want trump thats appropriate
184,184,airplane%20accident,"The Hague, Netherlands ",She is still silent about the killing of 176 innocent people in Iran. Iranian military admitted it shot down Ukrainian a…,1,still silent killing innocent people iran iranian military admitted shot ukrainian
185,185,airplane%20accident,,The Iranians chose the day and time to send missiles inside Iraq and they also controlled the… https://t.co/EhjP8cNlW4,0,iranians chose day time send missiles inside iraq also controlled
186,186,airplane%20accident,,Was the airplane on a routine flight path from the airport? One would think those that shot it down would be fam…,0,airplane routine flight path airport one would think shot would
187,187,airplane%20accident,,Germany's Foreign Minister Heiko Maas says 'It must be assumed the airplane crash in Iran was a terrible accident.' https://…,1,germanys foreign minister heiko maas says must assumed airplane crash iran terrible accident
188,188,airplane%20accident,,"How about some compassion for the families of the Ukrainian airplane shot down ""by accident"" ?🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏…",1,compassion families ukrainian airplane shot accident
189,189,airplane%20accident,"Pahoa, Hawai'i 96778","How about some compassion for the families of the Ukrainian airplane shot down ""by accident"" ?🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏",0,compassion families ukrainian airplane shot accident
190,190,ambulance,Republic of Ireland.,Fire Engulfs Ambulance Conveying Corpse of Catholic Priest’s Mother; #streetjournal https://t.co/gK6dAGKRrL,1,fire engulfs ambulance conveying corpse catholic priests mother streetjournal
191,191,ambulance,"England, UK","Is it racist to be concerned that this is correct … 50,000 residents in Birmingham can't speak English? Birmingham is England…",0,racist concerned correct residents birmingham cant speak english birmingham
192,192,ambulance,,🔴 #WAARLAND #ambulance 🚑 #p2000 A2 10187 Rit 6026 Sabinahof Waarland https://t.co/YesZazBODp,0,waarland ambulance p rit sabinahof waarland
193,193,ambulance,"Rock Hill, SC","#USDJPY despite Richter Scale overbought, Fxstreet Line Up Swissquote bullish long, Jason Sen Mr. Ambulance Chaser B…",0,usdjpy despite richter scale overbought fxstreet line swissquote bullish long jason sen mr ambulance chaser
194,194,ambulance,"Rock Hill, SC","#USDJPY despite Richter Scale overbought, Fxstreet Line Up Swissquote bullish long, Jason Sen Mr. Ambulance Cha… https://t.co/iVuuacsq54",0,usdjpy despite richter scale overbought fxstreet line swissquote bullish long jason sen mr ambulance
195,195,ambulance,Hyeongjun world,The Untamed boys singing “Love Siren” from My ambulance ❤️❤️ #TheUntamedBoysinBKK https://t.co/2HkshTHs8W,0,untamed boys singing love siren ambulance theuntamedboysinbkk
196,196,ambulance,"Theale, England",...or pulling over for an ambulance,0,pulling ambulance
197,197,ambulance,London innit,I hope there’s going to be an ambulance waiting at the bottom because there’s no way that fat lump can cli… https://t.co/eQ0fg2Fo7i,0,hope theres going ambulance waiting bottom theres way fat lump
198,198,ambulance,,รักติดไซเรน (My Ambulance) .Cover is coming ! #TheUntamedBoys Ambassador for Thai Spring Festival 2020 The delightful…,0,raktidaichern ambulance cover coming theuntamedboys ambassador thai spring festival
199,199,ambulance,Sicily (❤️) Mielno 🇵🇱,When driving drunk you can choose your way to come back home : A) Taxi. B… https://t.co/Bk3XOkgFKq,0,driving drunk choose way come back home taxi
200,200,ambulance,"Melbourne, Victoria","Yer severe Ambulance ramping, under funding/resourcing… https://t.co/kpenM6wiej",0,yer severe ambulance ramping
201,201,ambulance,,"Zulaykha's son was an ambulance driver who was killed in a suicide attack in Maimana, Faryab. Everyday, she visits the ambu…",0,zulaykhas son ambulance driver killed suicide attack maimana faryab everyday visits
202,202,ambulance,mybag,"first of all he was not taken to no damn hospital , that man died in walmart with the ambulance OUTSIDE! they was more focuse…",1,first taken damn hospital man died walmart ambulance outside
203,203,ambulance,Everywhere,"Jinu : Are you okay? You hit your head and fainted, do you remember anything? Yoon : Only the ambulance ride to the hospi…",0,jinu okay hit head fainted remember anything yoon ambulance ride
204,204,ambulance,Wales,What has it come to? We’ve recently had fuel stolen from ambulance vehicles and damage to a staff car whilst on an ambulanc…,1,come weve recently fuel stolen ambulance vehicles damage staff car whilst
205,205,ambulance,,They've gone ambulance chasing in Australia,0,theyve gone ambulance chasing australia
206,206,ambulance,,And drumroll its beach girl. Henry tried to keep pressure on the wound and calls for an… https://t.co/gvo4M76B1O,0,drumroll beach girl henry tried keep pressure wound calls
207,207,ambulance,United Kingdom,What racism ?..Absolutely delighted… https://t.co/WCP0oyZJVY,0,racism absolutely
208,208,ambulance,"Everywhere, I am a free spirit","The norovirus is like a detox, gets all the crap out the system much like flushing out the central h… https://t.co/mwJBxCelyW",0,norovirus like detox gets crap system much like flushing central
209,209,ambulance,Malawi,"ooh, guys, do you know where in gauteng people go to study nursing and the ambulance nurses who keep you alive in transit…",0,ooh guys know gauteng people go study nursing ambulance nurses keep alive
